,Unnamed: 0,가게명,메인메뉴,지역(구),구체적 위치,후기,x,y,카테고리1
659,659,츄스 한성대,"카페, 디저트",성북구,서울특별시 성북구 삼선동3가 116 삼선SKVIEW아파트 상가,"분위기좋은, 바테이블, 주차, 배달",127.056871407525,37.6087108425508,카페
660,660,타입커피 석관동,"커피, 카페",성북구,서울특별시 성북구 석관동 340-141,"캐주얼한, 테이크아웃, 반려동물동반",127.020193729994,37.588079671283,카페
661,661,Wnch 성신여대,"와인바, 뇨끼",성북구,서울특별시 성북구 안암동1가 105-6,"운치있는, 반려동물동반, 주차",127.007602181453,37.5887330219843,음식점
662,662,몰리고몰리다 성북동,"스콘, 디저트카페",성북구,서울특별시 성북구 동소문동2가 27,"예쁜, 테이크아웃, 반려동물동반",127.019981147714,37.5908080927347,카페
663,663,MINNIM 성북구,"카페, 한옥카페",성북구,서울특별시 성북구 동선동2가 163,"예쁜, 야외테라스, 정원, 반려동물동반",127.018025248171,37.593079087792,카페
664,664,수아당 성신여대,"김밥, 키토김밥",성북구,서울특별시 성북구 동선동1가 111,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 배달",127.020137079899,37.5917182485058,음식점
665,665,루틴 성신여대,"카페, 테린느",성북구,서울특별시 성북구 동선동3가 230,"깔끔한, 반려동물동반",127.018540204908,37.5902809770942,카페
666,666,카페 뮬 성신여대,카페,성북구,서울특별시 성북구 동선동2가 4,"예쁜, 테이크아웃, 배달",127.016613251538,37.5950511153729,카페
667,667,카페 시와 성신여대입구역,"카페, 디저트",성북구,서울특별시 성북구 동선동5가 54,"분위기좋은, 반려동물동반, 제로페이",127.035103777139,37.5940431795204,카페
668,668,메이븐커피 종암동,"커피, 카페",성북구,서울특별시 성북구 종암동 23-37,"조용한, 반려동물동반, 주차",127.015285814353,37.6022317427462,카페
669,669,밀키웨이 정릉,"브런치, 카페",성북구,서울특별시 성북구 정릉동 130-2,"예쁜, 점심식사, 반려동물동반, 배달",127.047699216228,37.6176145124968,카페
670,670,지화자 성북구,한식주점,성북구,서울특별시 성북구 장위동 214-79,"분위기좋은, 저녁식사, 반려동물동반, 주차",127.018751476501,37.5916018883871,음식점
671,671,유목커피바 성신여대입구역,"카페, 디저트",성북구,서울특별시 성북구 동선동1가 85-151,"깔끔한, 반려동물동반",127.018922122674,37.5920943434155,카페
672,672,솔리드 웍스 성신여대,"젤라또, 아이스크림",성북구,서울특별시 성북구 동선동1가 85-39 1층,"캐주얼한, 포장가능",126.9981911532,37.5927651031261,카페
673,673,재즈스토리 성북동,"칵테일, 라이브카페",성북구,서울특별시 성북구 성북동 122-7,"이국적/이색적, 저녁식사, 라이브공연, 재즈공연",127.019431482387,37.59056942156,카페
674,674,카페 비 성신여대,카페,성북구,서울특별시 성북구 동선동2가 120,"캐주얼한, 넓은테이블, 주차",127.006783383599,37.5891321214665,카페
675,675,VITA PHO 한성대,"쌀국수, 베트남쌀국수",성북구,서울특별시 성북구 동소문동1가 24,"착한가격, 점심식사, 저녁식사, 반려동물동반, 제로페이, 무료주차",127.06437302633,37.6138512756423,음식점
676,676,카페 디졸브 석계역,"카페, 쿠키",성북구,서울특별시 성북구 석관동 168-60,"쾌적한, 야외테라스, 반려동물동반, 주차",127.004556366972,37.5908741169656,카페
677,677,겨울과봄사이 한성대입구역,"카페, 디저트",성북구,서울특별시 성북구 성북동 183-10,"예쁜, 테이크아웃",127.030025098642,37.5855706575094,카페
678,678,메이크미해피 안암,"카페, 디저트",성북구,서울특별시 성북구 안암동5가 103-145,"인스타감성, 반려동물동반, 배달",127.021557490088,37.5829484549954,카페
679,679,스윗리버 성북,"카페, 디저트",성북구,서울특별시 성북구 보문동4가 49-1,"예쁜, 테이크아웃, 반려동물동반",127.110654677106,37.5090464019864,카페
680,680,다운타우너 잠실,"버거, 아보카도버거",송파구,서울특별시 송파구 송파동 46-4,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 발렛, 셀프바",127.105710627149,37.5097099245285,음식점
681,681,뉴질랜드스토리 송파,"샌드위치, 샐러드",송파구,서울특별시 송파구 송파동 32-1,"예쁜, 점심식사, 저녁식사, 반려동물동반, 반려동물동반",127.110155299186,37.5096436038591,음식점
682,682,72420 송리단길,"쌀국수, 베트남쌀국수",송파구,서울특별시 송파구 송파동 51-10,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 반려동물동반",127.106165409573,37.5094635424941,음식점
683,683,오린지 송리단길,"카페, 디저트",송파구,서울특별시 송파구 송파동 30-7,"예쁜, 점심식사, 야외자리, 반려동물동반, 배달",127.109028417015,37.5097035750387,카페
684,684,컴오프 송리단길,"루이보스티, 카페",송파구,서울특별시 송파구 송파동 40-12,"예쁜, 반려동물동반",127.106219307081,37.5102243020003,카페
685,685,서정적 살롱 석촌호수,브런치,송파구,서울특별시 송파구 송파동 32-7,"예쁜, 아침식사, 점심식사, 저녁식사, 야외테라스, 발렛",127.106068336471,37.5096022041571,카페
686,686,봉땅 본점,"도넛, 꽈배기",송파구,서울특별시 송파구 송파동 30-3,"캐주얼한, 테이크아웃, 야외자리, 반려동물동반, 무료주차, 배달",127.121838546896,37.5121071886122,카페
687,687,르쉬드 서울 방이동,"카페, 아이스크림라떼",송파구,서울특별시 송파구 방이동 164-5,"예쁜, 테이크아웃, 반려동물동반, 반려동물동반, 주차, 배달",127.110654677106,37.5090464019864,카페
688,688,카페 노티드 잠실,"도너츠, 카페",송파구,서울 송파구 송파동 46-4 2층,"예쁜, 점심식사, 테이크아웃, 발렛파킹, 배달",127.118349696765,37.4849247763843,카페
689,689,까페띠노 송파,"카페, 디저트",송파구,서울특별시 송파구 문정동 644 문정현대지식산업센터 B동 1층 157-1호,"깔끔한, 테이크아웃, 바깥자리, 주차",127.1094261086,37.5095603981245,카페
690,690,모터시티 송리단길,"피자, 디트로이트피자",송파구,서울특별시 송파구 송파동 42-6,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",127.116326087137,37.5297895128336,음식점
691,691,메리앤메리 카페 송파구,"카페, 수플레",송파구,서울특별시 송파구 풍납동 404-2,"캐주얼한, 반려동물동반, 주차, 배달",127.110839858798,37.5092973382611,카페
692,692,가배도 송파점,"카페, 일본",송파구,서울특별시 송파구 송파동 49-5,"이국적/이색적, 반려동물동반",127.08337087881,37.5095365212394,카페
693,693,디어블라썸 커피 잠실새내,"카페, 딸기토스트",송파구,서울특별시 송파구 잠실동 205-1,"예쁜, 테이크아웃, 반려동물동반, 주차",127.105120884666,37.5086492479375,카페
694,694,어니커피 잠실,"커피, 와플",송파구,서울특별시 송파구 송파동 8-6,"인스타감성, 바테이블, 반려동물동반",127.108737766527,37.5108139701485,카페
695,695,웰하우스 송리단길,"카페, 디저트",송파구,서울특별시 송파구 송파동 57-11 2층,"예쁜, 반려동물동반, 주차, 배달",127.098973316858,37.5060884075074,카페
696,696,카페 이클립스 석촌호수,"카페, 디저트",송파구,서울특별시 송파구 석촌동 24-11,"깔끔한, 야외테라스, 주차, 배달",127.111135708791,37.5104983691402,카페
697,697,코히루 송리단길,"카페, 테린느",송파구,서울특별시 송파구 송파동 48-16,"예쁜, 바테이블, 배달",127.114501795424,37.50402783363,카페
698,698,선호 커피 로스터스 송파,"에스프레소바, 아메리카노",송파구,서울특별시 송파구 송파동 103-9,"착한가격, 테이크아웃, 로스터리, 배달",127.097773951207,37.5044765173154,카페
699,699,murmur 잠실,"카페, 디저트카페",송파구,서울특별시 송파구 석촌동 6-5,"예쁜, 테이크아웃, 반려동물동반, 배달",127.103433202893,37.513101157342,카페
700,700,브럭시 롯데월드몰점,"와플, 와플샌드위치",송파구,서울특별시 송파구 신천동 29 롯데월드몰 지하1층,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 무료주차, 배달",127.084736416642,37.5097662967731,음식점
701,701,트레스드 잠실새내,"디저트, 카페",송파구,서울특별시 송파구 잠실동 207-1,"예쁜, 반려동물동반, 배달",127.11962689979,37.5146271234631,카페
702,702,빈체로 올림픽공원,"파스타, 페쉐",송파구,서울특별시 송파구 방이동 171-5,"가성비좋은, 점심식사, 저녁식사, 반려동물동반, 발렛파킹, 배달",127.102280367857,37.5169785483722,음식점
703,703,크래프트아일랜드 잠실점 본관,"맥주, 수제맥주",송파구,서울특별시 송파구 신천동 7-14,"캐주얼한, 점심식사, 저녁식사, 대형룸, 야외테라스, 예약필수",127.098582547779,37.5062506448403,음식점
704,704,빈티지1981 석촌호수,이탈리아음식,송파구,서울시 송파구 석촌동 1-3 2층,"조용한, 저녁식사, 반려동물동반, 반려동물동반, 배달",127.128477899599,37.509423271063,음식점
705,705,꼬앙드파리 방이역,브런치,송파구,서울 송파구 오금동 16-6,"예쁜, 점심식사, 반려동물동반, 반려동물동반",127.13058406767,37.4871841389879,카페
706,706,리프레쉬커피 문정동,"커피, 카페",송파구,서울특별시 송파구 문정동 107-3,"지역주민이찾는, 테이크아웃, 주차, 배달",127.125661999401,37.4999354756416,카페
707,707,올티드 커피 오금역,"카페, 커피",송파구,서울특별시 송파구 가락동 16-12,"캐주얼한, 아침식사, 점심식사, 테이크아웃, 반려동물동반, 제로페이",127.112349848933,37.5310635936436,카페
708,708,브라운즈 풍납동,"카페, 커피",송파구,서울특별시 송파구 풍납동 271-4,"예쁜, 테이크아웃, 반려동물동반, 배달",127.106068336471,37.5096022041571,카페
709,709,맥주유소 송파구,맥주,송파구,서울특별시 송파구 송파동 30-3,"비오는날, 야외테라스, 셀프코너, 반려동물동반, 주차",127.111389484782,37.5032452230269,음식점
710,710,정원이 있는 국민책방 송파,"카페, 브런치",송파구,서울특별시 송파구 송파동 94-4,"예쁜, 아침식사, 점심식사, 테이크아웃, 정원, 반려동물동반",127.110475952166,37.5101059700433,카페
711,711,가배유정 송리단길,"수플레, 카페",송파구,서울특별시 송파구 송파동 51-3,"아늑한카페, 반려동물동반, 배달",127.104350169499,37.5074873651937,카페
712,712,테이크 어 샤워 석촌역,"카페, 디저트",송파구,서울특별시 송파구 석촌동 181-1,"예쁜, 반려동물동반, 주차, 배달",127.124584004367,37.5015532014127,카페
713,713,가락커피 오금역,"커피, 에그타르트",송파구,서울특별시 송파구 가락동 17-4 광명빌딩,"존맛, 테이크아웃, 반려동물동반",127.124175467253,37.5011137607394,카페
714,714,놀부수산 가락시장,"대게, 대방어",송파구,서울특별시 송파구 가락동 600,"푸짐한, 저녁식사, 24시간영업, 반려동물동반, 주차, 배달",127.111503669539,37.4934828061531,음식점
715,715,GOOD VIBE 방이동,"피자, 디트로이트피자",송파구,서울특별시 송파구 방이동 61,"이국적/이색적, 저녁식사, 셀프바",127.109737719432,37.5139703429101,음식점
716,716,골든타이 올림픽공원,"태국음식, 말레이시아",송파구,서울특별시 송파구 방이동 171-4,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 무료주차, 배달",127.119426466914,37.5146986857558,음식점
717,717,미미고찹쌀꽈배기 올림픽공원1호점,"베이커리, 찹쌀꽈배기",송파구,서울특별시 송파구 방이동 41-8 1층 미미고찹쌀꽈배기,"국내산, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",127.111166349693,37.5162869282622,카페
718,718,차고버거 올림픽공원,"버거, 수제버거",송파구,서울특별시 송파구 방이동 49-8,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스), 무료주차",127.113962274274,37.5155229159984,음식점
719,719,원디아더 송리단길,"카페, 커피",송파구,서울특별시 송파구 송파동 37-4,"크리스마스, 반려동물동반",127.108158873168,37.5101747887258,카페
720,720,엉짱윤치킨 목동,"닭강정, 치킨",양천구,서울특별시 양천구 신정동 318-12,"서민적인, 점심식사, 테이크아웃, 반려동물동반, 무료주차, 배달",126.870444393884,37.5216248301342,음식점
721,721,블리스버거 목동점,"수제버거, 버거",양천구,서울특별시 양천구 신정동 997-6,"푸짐한, 점심식사, 저녁식사, 테이크아웃",126.863717003114,37.5242452115638,음식점
722,722,스프링클베이글 양천구,"베이글, 스프",양천구,서울특별시 양천구 목동 405-221,"힙한분위기, 점심식사, 테이크아웃, 반려동물동반, 배달",126.872394880928,37.5236636687502,카페
723,723,리인 목동,"카페, 커피",양천구,서울특별시 양천구 신정동 318-12,"예쁜, 테이크아웃, 정원, 야외자리, 배달",126.870444393884,37.5216248301342,카페
724,724,펍피맥 오목교본점,"맥주, 피맥",양천구,서울특별시 양천구 목동 404-5 오목빌딩 104호,"캐주얼한, 저녁식사, 셀프바, 주차",126.877332633871,37.5238333332424,음식점
725,725,오희 신정역,베이커리,양천구,서울특별시 양천구 신정동 942-6,"조용한, 점심식사, 반려동물동반, 주차, 배달",126.851108641525,37.5248730345689,카페
